ID,단원,난이도,문제,정답,풀이
grade3_1st_step_89,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,사각형의 네 변의 길이의 합을 무엇이라고 합니까?,둘레,"사각형 테두리를 한 바퀴 쭉 돌면서 길이를 다 더한 것을 '둘레'라고 해. 운동장 한 바퀴를 도는 것과 같아!"
grade3_1st_step_90,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,직각삼각형은 사각형을 반으로 자르면 나오나요?,예,"직사각형이나 정사각형을 대각선 방향으로 슥 삭 자르면 예쁜 직각삼각형 두 개가 짠 하고 나타난단다."
grade3_1st_step_91,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,삼각형의 세 각의 합은 몇 도입니까?,180도,"이건 아주 중요한 비밀인데 삼각형의 세 각을 다 잘라서 모으면 반듯한 평지가 돼. 그게 바로 180도란다."
grade3_1st_step_92,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,각의 크기는 변의 길이와 상관이 있나요?,아니오,"각의 팔(변)이 아무리 길어져도 벌어진 정도는 똑같아! 그래서 변의 길이랑 각의 크기는 상관이 없단다."
grade3_1st_step_93,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,정사각형은 직사각형이라고 말해도 될까요?,예,"직사각형의 조건은 네 각이 직각이기만 하면 돼. 정사각형도 네 각이 직각이니까 직사각형 가족에 포함돼!"
grade3_1st_step_94,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,직사각형은 정사각형이라고 말해도 될까요?,아니오,"정사각형은 변의 길이까지 다 같아야 해. 하지만 일반 직사각형은 변의 길이가 다를 수 있어서 안 된단다."
grade3_1st_step_95,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,직각보다 작은 각을 무엇이라고 부를까요?,예각,"직각 90도보다 더 좁게 뾰족하게 모인 각을 '예각'이라고 불러. 나중에 배우겠지만 미리 알아두면 좋겠지?"
grade3_1st_step_96,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,직각보다 큰 각을 무엇이라고 부를까요?,둔각,"직각 90도보다 더 넓게 펑퍼짐하게 벌어진 각을 '둔각'이라고 한단다. 뚱뚱한 각이라고 생각하면 쉬워!"
grade3_1st_step_97,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,삼각형의 변은 곡선일 수 있나요?,아니오,"삼각형은 반드시 곧은 선분으로만 이루어져야 해. 곡선이 들어가면 그건 삼각형이 아니라 감자 모양이지!"
grade3_1st_step_98,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,칠판의 모서리는 어떤 각입니까?,직각,"선생님이 글씨를 쓰는 칠판 네 모서리를 봐봐! 아주 반듯하게 꺾여 있지? 이게 바로 우리가 배운 직각이야."
grade3_1st_step_99,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,선분 5개로 이루어진 도형의 이름은?,오각형,"변이 5개면 이름 앞에 '오'를 붙여서 오각형이라고 불러. 그럼 변이 6개면 육각형이 되겠지?"
grade3_1st_step_100,1-2단원. 평면도형 (선분 & 직선 & 각 & 직각삼각형 등),1,평면도형은 종이 위에 그릴 수 있는 도형인가요?,예,"종이처럼 평평한 곳에 그려지는 삼각형 사각형 원 같은 것들을 모두 평면도형이라고 부른단다!"
grade3_1st_step_101,1-3단원. 나눗셈 (나눗셈의 기초),1,12 나누기 3의 몫은 얼마입니까?,4,"사탕 12개를 친구 3명이 똑같이 나눠 가진다고 생각해보자! 3단 구구단을 외워볼까? 3 곱하기 4는 12니까 한 명당 4개씩 가지면 딱 맞겠지?"
grade3_1st_step_102,1-3단원. 나눗셈 (나눗셈의 기초),1,사과 20개를 5명에게 똑같이 나누어 주면 한 명당 몇 개입니까?,4,"전체 20개를 5묶음으로 나누는 거야. 5단 구구단에서 20이 나오는 걸 찾아보자! 5 곱하기 4는 20이니까 한 명당 4개씩 가져가면 돼."
grade3_1st_step_103,1-3단원. 나눗셈 (나눗셈의 기초),1,18 / 2 = 9에서 나뉘는 수는 무엇입니까?,18,"나눗셈 기호 앞에서 '나 좀 나눠줘!' 하고 기다리는 큰 숫자가 바로 '나뉘는 수'야. 여기서는 18이 주인공이지!"
grade3_1st_step_104,1-3단원. 나눗셈 (나눗셈의 기초),1,24 / 4의 몫은 얼마입니까?,6,"나눗셈의 답을 '몫'이라고 불러. 4에 얼마를 곱해야 24가 될까? 4 곱하기 6은 24니까 6이 바로 우리가 찾는 몫이란다."
grade3_1st_step_105,1-3단원. 나눗셈 (나눗셈의 기초),1,과자 30개를 한 봉지에 6개씩 담으려면 봉지는 몇 개 필요합니까?,5,"30을 6으로 나누면 몇 묶음이 나오는지 묻는 문제야. 6단 구구단에서 30을 찾으면 6 곱하기 5는 30이지? 그래서 봉지는 5개가 필요해."
grade3_1st_step_106,1-3단원. 나눗셈 (나눗셈의 기초),1,0을 5로 나누면 얼마입니까?,0,"가진 게 아무것도 없는데(0) 5명에게 나눠줄 수 있을까? 줄 게 없으니 한 명당 받는 개수도 당연히 0이겠지? 0은 누구랑 나눠도 0이야!"
grade3_1st_step_107,1-3단원. 나눗셈 (나눗셈의 기초),1,42 / 7의 값은?,6,"7단 구구단을 신나게 외워보자! 7 곱하기 6은 42지? 그래서 42를 7로 나누면 정답은 6이 나온단다. 구구단은 나눗셈의 단짝이야!"
grade3_1st_step_108,1-3단원. 나눗셈 (나눗셈의 기초),1,연필 48자루를 6명에게 똑같이 나누어 주면 한 명당 몇 자루입니까?,8,"48을 6으로 똑같이 나누는 거야. 6단 구구단에서 48이 나오는 건 바로 6 곱하기 8이지? 한 사람당 8자루씩 사이좋게 가질 수 있어."
grade3_1st_step_109,1-3단원. 나눗셈 (나눗셈의 기초),1,72 / 9의 값은 얼마입니까?,8,"9단 구구단에서 가장 끝부분을 생각해봐! 9 곱하기 8은 72지? 그래서 72를 9로 나누면 8이 된단다. 9단은 숫자가 커도 구구단만 알면 쉬워!"
grade3_1st_step_110,1-3단원. 나눗셈 (나눗셈의 기초),1,어떤 수를 4로 나누었더니 몫이 9가 되었습니다 어떤 수는?,36,"나눴던 걸 다시 합쳐보자! 9개씩 4묶음이 있었던 거니까 9 곱하기 4를 하면 원래 숫자가 나와. 9 곱하기 4는 36이니까 정답은 36이야."
grade3_1st_step_111,1-3단원. 나눗셈 (나눗셈의 기초),1,28명을 한 팀에 4명씩 묶으면 몇 팀이 됩니까?,7,"친구들 28명을 4명씩 짝지어보자! 4단 구구단에서 28을 찾으면 4 곱하기 7은 28이지? 그래서 팀은 모두 7팀이 만들어진단다."
grade3_1st_step_112,1-3단원. 나눗셈 (나눗셈의 기초),1,40 / 5의 몫은 얼마입니까?,8,"손가락으로 5 10 15... 하면서 40까지 세어볼까? 아니면 5 곱하기 8은 40이라는 걸 떠올려봐! 그럼 몫이 8이라는 걸 금방 알 수 있어."
grade3_1st_step_113,1-3단원. 나눗셈 (나눗셈의 기초),1,32 나누기 8의 몫은 얼마입니까?,4,"강아지 32마리를 8개의 방에 똑같이 넣는다고 생각해봐! 8단 구구단에서 8 곱하기 4는 32니까 한 방에 4마리씩 들어가면 딱 맞겠지?"
grade3_1st_step_114,1-3단원. 나눗셈 (나눗셈의 기초),1,56 / 7의 값은?,8,"7단 구구단을 외워보자! 7 곱하기 8은 56이지? 나눗셈은 곱셈을 거꾸로 하는 거니까 정답은 8이야. 참 쉽지?"
grade3_1st_step_115,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈의 결과인 값을 무엇이라고 부릅니까?,몫,"우리는 나눗셈을 해서 나온 정답을 멋진 수학 이름으로 '몫'이라고 불러. 친구들한테 '이 나눗셈의 몫은 얼마야?'라고 물어보렴!"
grade3_1st_step_116,1-3단원. 나눗셈 (나눗셈의 기초),1,10 나누기 2의 몫은 얼마입니까?,5,"빵 10개를 2명이서 반으로 똑같이 나누면 몇 개씩일까? 2단 구구단에서 2 곱하기 5는 10이니까 한 명당 5개씩 먹으면 돼!"
grade3_1st_step_117,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 식 15 / 3 = 5를 곱셈식으로 바꾸면 3 * [ ] = 15입니다 빈칸은?,5,"나눗셈이랑 곱셈은 아주 친한 친구야! 15를 3으로 나눠서 5가 나왔다면 반대로 3에 5를 곱하면 다시 15가 된단다."
grade3_1st_step_118,1-3단원. 나눗셈 (나눗셈의 기초),1,21 / 7의 몫은 얼마입니까?,3,"7단 구구단을 외워봐! 7 1은 7! 7 2 14! 7 3 21! 21이 나왔지? 그래서 21을 7로 나누면 정답은 3이 되는 거야."
grade3_1st_step_119,1-3단원. 나눗셈 (나눗셈의 기초),1,색종이 45장을 9명에게 똑같이 나누어 주면 몇 장씩일까요?,5,"전체 45장을 9묶음으로 나누는 거야. 9단 구구단에서 45가 나오는 건 9 곱하기 5지? 그래서 한 명당 5장씩 가질 수 있어."
grade3_1st_step_120,1-3단원. 나눗셈 (나눗셈의 기초),1,35 / 5의 몫은 얼마입니까?,7,"5단 구구단을 35가 나올 때까지 외워보자. 5 1은 5... 5 7에 35! 드디어 찾았네! 그래서 정답인 몫은 7이란다."
grade3_1st_step_121,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈에서 나누는 수가 6이고 몫이 4라면 나뉘는 수는?,24,"나누는 수와 몫을 서로 곱해보면 원래 숫자가 나와! 6 곱하기 4는 24니까 원래 숫자인 나뉘는 수는 24였던 거야."
grade3_1st_step_122,1-3단원. 나눗셈 (나눗셈의 기초),1,63 / 9의 값은?,7,"9단 구구단에서 63을 찾아볼까? 9 곱하기 7은 63이지? 그래서 63을 9로 나누면 몫은 7이 된단다."
grade3_1st_step_123,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 기호는 어떻게 생겼나요?,÷,"숫자 사이에 가로 선을 긋고 위아래에 점을 하나씩 콕콕 찍어준 모양이야! 이걸 보면 '아 나누기를 하라는 뜻이구나' 하면 돼."
grade3_1st_step_124,1-3단원. 나눗셈 (나눗셈의 기초),1,48 / 8의 몫은?,6,"8단 구구단! 8 5 40! 8 6 48! 48이 나왔네? 그럼 48을 8로 나누었을 때 나오는 몫은 바로 6이 되는 거야."
grade3_1st_step_125,1-3단원. 나눗셈 (나눗셈의 기초),1,지우개 14개를 7명이 똑같이 나누면 한 명당 몇 개?,2,"14를 7로 나누는 문제야. 7단 구구단에서 7 곱하기 2는 14지? 그래서 한 사람당 2개씩 사이좋게 나눠 가지면 돼."
grade3_1st_step_126,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 식 32 / 4 = 8에서 나누는 수는?,4,"나눗셈 기호 바로 뒤에서 '나는 이만큼씩 나눌 거야!' 하고 말하는 숫자가 '나누는 수'야. 여기서는 4가 그 역할을 하고 있어."
grade3_1st_step_127,1-3단원. 나눗셈 (나눗셈의 기초),1,81 / 9의 몫은?,9,"구구단에서 똑같은 숫자를 곱해서 나오는 걸 찾아봐! 9 곱하기 9는 81이지? 그래서 81을 9로 나누면 몫은 다시 9가 돼."
grade3_1st_step_128,1-3단원. 나눗셈 (나눗셈의 기초),1,사과 16개를 4개씩 묶으면 몇 묶음이 될까요?,4,"16을 4로 나누어 보는 거야. 4 곱하기 4는 16이니까 사과를 4개씩 예쁘게 4묶음으로 만들 수 있단다."
grade3_1st_step_129,1-3단원. 나눗셈 (나눗셈의 기초),1,27 / 3의 값은?,9,"3단 구구단을 외워볼까? 3 곱하기 9는 27이지? 그래서 27 나누기 3을 하면 정답은 9가 나오는 거야."
grade3_1st_step_130,1-3단원. 나눗셈 (나눗셈의 기초),1,0 나누기 10의 몫은 얼마입니까?,0,"나눠줄 물건이 하나도 없으면(0) 아무리 많은 사람이 와도 줄 수가 없겠지? 그래서 몫은 언제나 0이란다."
grade3_1st_step_131,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 식 24 / 8 = 3에서 몫은 무엇입니까?,3,"나눗셈을 다 하고 난 뒤에 나온 결과 숫자가 바로 몫이야. 이 식에서는 가장 오른쪽에 있는 3이 몫이지!"
grade3_1st_step_132,1-3단원. 나눗셈 (나눗셈의 기초),1,54 / 6의 몫은 얼마입니까?,9,"6단 구구단을 외워보자! 6 곱하기 9는 54지? 그래서 54를 6으로 나누면 정답은 9가 된단다."
grade3_1st_step_133,1-3단원. 나눗셈 (나눗셈의 기초),1,귤 18개를 6명에게 똑같이 나누어 주면 한 명당 몇 개?,3,"18을 6으로 나누는 거야. 6단 구구단에서 6 곱하기 3은 18이니까 한 명당 3개씩 맛있게 먹을 수 있어."
grade3_1st_step_134,1-3단원. 나눗셈 (나눗셈의 기초),1,어떤 수를 2로 나누었더니 몫이 8이 되었습니다 어떤 수는?,16,"나눴던 걸 다시 합쳐보자! 8개씩 2묶음이 있었던 거니까 8 곱하기 2를 하면 원래 숫자인 16이 나온단다."
grade3_1st_step_135,1-3단원. 나눗셈 (나눗셈의 기초),1,25 / 5의 값은?,5,"5단 구구단! 5 곱하기 5는 25지? 숫자가 똑같아서 외우기도 쉽네! 그래서 25 나누기 5의 몫은 5야."
grade3_1st_step_136,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 식 42 / 6 = 7에서 나뉘는 수는?,42,"가장 앞에 있는 대장 숫자가 바로 '나뉘는 수'야. 이 식에서는 42가 친구들에게 나눠지기를 기다리고 있지!"
grade3_1st_step_137,1-3단원. 나눗셈 (나눗셈의 기초),1,36 / 4의 몫은 얼마입니까?,9,"4단 구구단에서 36이 나오는 걸 찾아봐! 4 곱하기 9는 36이니까 몫은 9가 되는 거야. 참 잘했어!"
grade3_1st_step_138,1-3단원. 나눗셈 (나눗셈의 기초),1,사과 15개를 한 접시에 5개씩 담으면 접시는 몇 개 필요할까요?,3,"15를 5개씩 묶어보는 거야. 5 곱하기 3은 15니까 접시는 모두 3개가 필요하겠네!"
grade3_1st_step_139,1-3단원. 나눗셈 (나눗셈의 기초),1,49 / 7의 몫은?,7,"7단 구구단에서 똑같은 숫자를 곱하면? 7 곱하기 7은 49지! 그래서 49 나누기 7의 정답은 7이란다."
grade3_1st_step_140,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 식 20 / 4 = 5에서 나누는 수는?,4,"나눗셈 기호 뒤에 있는 숫자가 누구를 몇 조각으로 낼지 정하는 '나누는 수'야. 여기서는 4가 나누는 수란다."
grade3_1st_step_141,1-3단원. 나눗셈 (나눗셈의 기초),1,64 / 8의 값은?,8,"8단 구구단을 외워보자! 8 곱하기 8은 64지? 그래서 64 나누기 8을 하면 몫은 8이 되는 거야."
grade3_1st_step_142,1-3단원. 나눗셈 (나눗셈의 기초),1,도넛 30개를 5명이 똑같이 나누어 가지면 몇 개씩?,6,"30을 5로 나누는 문제야. 5단 구구단에서 5 곱하기 6은 30이니까 한 명당 6개씩 가질 수 있어."
grade3_1st_step_143,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 12 / 2와 18 / 3의 몫은 같습니까?,예,"12 / 2는 몫이 6이고 18 / 3도 몫이 6이야! 둘 다 6으로 똑같으니까 정답은 '예'란다."
grade3_1st_step_144,1-3단원. 나눗셈 (나눗셈의 기초),1,어떤 수를 9로 나누었더니 몫이 5가 되었습니다 어떤 수는?,45,"5개씩 9묶음을 다시 모아보자! 5 곱하기 9는 45지? 그래서 원래 숫자는 45였던 거야."
grade3_1st_step_145,1-3단원. 나눗셈 (나눗셈의 기초),1,16 / 8의 몫은 얼마입니까?,2,"8단 구구단! 8 곱하기 2는 16이지? 그래서 16을 8로 나누면 몫은 2가 되는 거야. 아주 간단하지?"
grade3_1st_step_146,1-3단원. 나눗셈 (나눗셈의 기초),1,사탕 24개를 3명에게 똑같이 나누어 주면 한 명당 몇 개입니까?,8,"24를 3으로 나누는 거야. 3단 구구단에서 3 곱하기 8은 24니까 한 명당 8개씩 줄 수 있어."
grade3_1st_step_147,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 식 56 / 7 = 8에서 몫은?,8,"나눗셈을 하고 마지막에 남은 보물 같은 숫자가 몫이야. 이 식에서는 8이 바로 몫이란다."
grade3_1st_step_148,1-3단원. 나눗셈 (나눗셈의 기초),1,72 / 8의 값은 얼마입니까?,9,"8단 구구단에서 72가 나오는 걸 찾아보자! 8 곱하기 9는 72니까 정답은 9가 된단다."
grade3_1st_step_149,1-3단원. 나눗셈 (나눗셈의 기초),1,어떤 수를 6으로 나누었더니 몫이 3이 되었습니다 어떤 수는?,18,"3개씩 6묶음을 다시 합쳐볼까? 3 곱하기 6은 18이지? 그래서 우리가 찾는 어떤 수는 18이야."
grade3_1st_step_150,1-3단원. 나눗셈 (나눗셈의 기초),1,나눗셈 10 / 5의 몫은 얼마입니까?,2,"10을 5로 나누면 5단 구구단에서 5 곱하기 2는 10이니까 몫은 2가 돼. 오늘도 공부하느라 정말 고생했어!"
grade3_1st_step_151,1-4단원. 곱셈 (두 자리 수 × 한 자리 수),2,23 * 4의 값은 얼마입니까?,92,"자 일의 자리부터 해볼까? 3 곱하기 4는 12니까 2를 쓰고 1을 십의 자리로 받아올림 해줘. 그다음 2 곱하기 4는 8인데 아까 올린 1을 더하면 9가 되지? 그래서 정답은 92야."
grade3_1st_step_152,1-4단원. 곱셈 (두 자리 수 × 한 자리 수),2,사탕이 15개씩 들어있는 봉지가 6봉지 있습니다 사탕은 모두 몇 개입니까?,90,"15 곱하기 6을 세로셈으로 해보자! 5 곱하기 6은 30이니까 0을 쓰고 3을 올려. 1 곱하기 6은 6인데 3을 더하면 9가 되지? 그래서 사탕은 모두 90개란다."
grade3_1st_step_153,1-4단원. 곱셈 (두 자리 수 × 한 자리 수),2,한 상자에 귤이 32개씩 들어있습니다 3상자에는 귤이 모두 몇 개일까요?,96,"32개씩 3번 더하는 대신 곱하기를 해보자. 2 곱하기 3은 6이고 3 곱하기 3은 9니까 십의 자리에 9를 써서 96개가 되는 거야. 참 쉽지?"
